hip	simbad_id	ra_deg	dec_deg	v_mag
94770	HD 179419	289.252172	-65.227703	6.39
94779	* kap Cyg	289.275701	53.368458	3.76
94820	* d Sgr	289.408663	-18.952906	4.878
94827	*   2 Vul	289.431814	23.025539	5.43
94833	HD 180782	289.450808	2.031725	6.174
94834	* ome01 Aql	289.454163	11.595424	5.283
94858	HD 180134	289.540755	-53.387087	6.362
94885	*  23 Aql	289.635398	1.085128	5.28
94890	HD 181597	289.657800	49.569455	6.317
94913	*  24 Aql	289.712282	0.339041	6.404
94916	HD 181122	289.719800	9.618068	6.311
94929	HD 180928	289.750400	-15.536569	6.06
94932	HD 181470	289.754788	37.445345	6.26
94974	HD 181960	289.901811	54.375995	6.231
94982	*  28 Aql	289.913950	12.374679	5.518
94986	HD 180885	289.916643	-35.421459	5.579
95002	* ome02 Aql	289.971112	11.534964	6.012
95038	HD 182190	290.066827	57.645122	5.91
95066	* f Aql	290.137109	-5.415768	4.99
95067	HD 181828	290.137733	35.185960	6.29
95073	* d Aql	290.148693	-0.892160	5.451
95077	HD 181240	290.158951	-22.402546	5.579
95081	* pi. Dra	290.167048	65.714532	4.59
95149	HD 181321	290.373866	-34.983432	6.48
95154	V* UX Dra	290.397993	76.559599	5.94
95159	HD 181558	290.404640	-19.234457	6.26
95167	HD 184102	290.418042	79.602836	6.06
95168	* rho01 Sgr	290.418166	-17.847199	3.93
95176	* ups Sgr	290.431761	-15.955017	4.61
95188	* rho02 Sgr	290.462064	-18.308389	5.845
95211	HD 181401	290.539699	-42.016028	6.338
95222	HD 181907	290.589784	-0.252363	5.811
95235	HD 182272	290.638973	33.518162	6.084
95239	HD 181295	290.657289	-51.231281	6.42
95241	* bet01 Sgr	290.659580	-44.458958	4.01
95253	HD 182101	290.701462	9.913150	6.346
95260	*   3 Vul	290.712023	26.262408	5.192
95261	* eta Tel	290.713359	-54.423929	5.02
95281	HD 182038	290.768535	-7.400617	6.308
95294	* bet02 Sgr	290.804740	-44.799779	4.27
95340	HD 182422	290.945541	20.264360	6.393
95347	* alf Sgr	290.971564	-40.615937	3.943
95352	HD 182694	290.985419	43.388169	5.853
95369	HD 181019	291.022822	-68.371087	6.336
95370	HD 182635	291.025226	36.452094	6.43
95372	*   2 Cyg	291.031577	29.621336	4.977
95396	HD 181925	291.089473	-43.722065	6.132
95398	*   2 Sge	291.091967	16.937721	6.247
95408	HD 182180	291.125750	-27.865942	6.011
95453	V* V1691 Aql	291.256372	-4.884561	6.499
95456	HD 182286	291.266844	-29.309358	5.93
95477	* chi01 Sgr	291.318711	-24.508567	5.009
95485	HD 182477	291.339979	-13.897118	5.71
95487	HD 182761	291.343298	20.271727	6.287
95498	*   4 Vul	291.369178	19.798353	5.16
95501	* del Aql	291.374589	3.114779	3.36
95503	* chi03 Sgr	291.373582	-23.962454	5.43
95556	*   4 Cyg	291.538029	36.317898	5.15
95557	HD 182645	291.546011	-15.053251	5.706
95560	*   5 Vul	291.555193	20.097735	5.591
95564	*  50 Sgr	291.579822	-21.776692	5.569
95572	HD 182900	291.600561	13.023803	5.754
95576	HD 183611	291.610405	62.557165	6.38
95582	HD 182955	291.619527	19.891495	5.87
95585	* nu. Aql	291.629539	0.338571	4.72
95619	HD 182681	291.735346	-29.743227	5.644
95656	* iot01 Cyg	291.858164	52.320438	5.75
95664	HD 183144	291.891281	14.282480	6.303
95673	HD 183362	291.901653	37.941196	6.34
95690	HD 182509	291.950489	-54.325272	5.688
95732	HD 183227	292.086659	2.930033	5.839
95771	* alf Vul	292.176375	24.664906	4.45
95785	*   8 Vul	292.237847	24.768684	5.812
95793	* c Aql	292.254112	1.950449	5.783
95812	HD 183387	292.325094	0.246074	6.245
95818	*   7 Vul	292.337074	20.279740	6.326
95822	HD 183492	292.342308	14.596019	5.564
95823	HD 183007	292.349348	-43.445195	5.701
95853	* iot Cyg	292.426493	51.729778	3.755
95865	HD 183275	292.467441	-26.985605	5.49
95866	HD 182893	292.469209	-55.441751	6.127
95898	HD 183589	292.543896	2.904073	6.042
95929	HD 183656	292.638008	3.444406	6.082
95932	* mu. Tel	292.644216	-55.110053	6.285
95937	* e Aql	292.665987	-2.788887	5.03
95947	* bet01 Cyg	292.680315	27.959674	3.08
95951	* bet02 Cyg	292.689151	27.965275	5.11
95953	HD 183986	292.695119	36.228525	6.258
95965	HD 183545	292.725194	-21.312237	6.13
95978	HD 184958	292.751126	70.989342	6.062
95999	HD 182709	292.795711	-68.433920	5.961
96003	V* V1817 Cyg	292.806475	55.731835	6.369
96014	HD 184293	292.830545	50.306705	5.54
96016	HD 184010	292.840089	26.617171	5.893
96052	*   8 Cyg	292.943008	34.452969	4.72
96095	HD 183577	293.058349	-44.546384	6.48
96100	* sig Dra	293.089959	69.661177	4.68
96141	HD 183552	293.224266	-53.185615	5.744
96164	HD 184936	293.291953	60.158691	6.29
96178	V* PW Tel	293.340093	-45.271776	5.583
96198	V* V1743 Cyg	293.423359	49.262319	5.96
96204	V* V450 Aql	293.441800	5.465703	6.48
96229	* mu. Aql	293.522304	7.378940	4.45
96234	V* V4089 Sgr	293.535357	-40.034640	5.91
96274	HD 184268	293.641423	-23.858831	6.475
96275	*   9 Vul	293.645404	19.773401	5.0
96288	HD 184875	293.671923	42.412515	5.336
96297	HD 185394	293.693126	63.434172	6.46
96302	*   9 Cyg	293.712202	29.462968	5.407
96316	HD 185114	293.755142	52.502017	6.38
96327	*  37 Aql	293.780241	-10.560443	5.12
96341	* iot Tel	293.804110	-48.099199	4.879
96351	HD 184663	293.854716	2.913606	6.368
96356	HD 184573	293.874190	-7.460283	6.325
96365	HD 184574	293.889415	-12.253114	6.271
96387	*  11 Cyg	293.951268	36.944541	6.034
96396	HD 185264	293.983108	50.238617	6.46
96406	* h01 Sgr	294.006890	-24.719081	5.64
96417	HD 184961	294.034796	22.585762	6.319
96428	HD 184944	294.065344	14.391066	6.364
96440	V* V4333 Sgr	294.108648	-18.852922	6.12
96441	* tet Cyg	294.110554	50.221101	4.48
96459	HD 185351	294.158237	44.694934	5.169
96465	* h02 Sgr	294.176806	-24.883621	4.598
96468	* iot Aql	294.180324	-1.286600	4.36
96481	HD 185018	294.218561	11.273201	5.975
96483	* kap Aql	294.222704	-7.027479	4.96
96491	HD 185330	294.236039	38.383825	6.5
96496	HD 184835	294.263922	-18.231055	5.642
96503	HD 185268	294.290076	29.333701	6.43
96516	* eps Sge	294.322471	16.462804	5.659
96536	HD 184985	294.393390	-14.301799	5.451
96546	HD 185435	294.420067	35.022536	6.42
96556	*  42 Aql	294.447158	-4.647640	5.68
96572	HD 185657	294.486288	49.284396	6.46
96601	HD 185436	294.574125	20.783392	6.488
96607	HD 184585	294.608140	-57.983337	6.187
96630	HD 185423	294.704125	3.381526	6.358
96665	* sig Aql	294.798510	5.397772	5.17
96683	* phi Cyg	294.844191	30.153321	4.673
96688	V* V340 Sge	294.855565	16.571121	6.344
96693	*  14 Cyg	294.860386	42.818261	5.4
96706	HD 185955	294.893903	45.957438	6.245
96721	V* QQ Tel	294.924081	-45.278552	6.26
96724	HD 185837	294.937189	33.978951	6.09
96729	*  53 Sgr	294.956072	-23.427682	6.321
96734	HD 184586	294.967425	-66.685507	6.37
96757	* alf Sge	295.024131	18.013891	4.38
96760	HD 185467	295.029853	-23.429084	5.957
96771	HD 186340	295.054985	60.507110	6.5
96781	HD 185075	295.077998	-54.417789	6.26
96805	HD 186121	295.171459	43.077825	6.16
96807	*  45 Aql	295.180488	-0.621223	5.637
96808	* e01 Sgr	295.180763	-16.293271	5.296
96825	HD 186155	295.209098	45.524941	5.06
96837	* bet Sge	295.262246	17.476042	4.38
96840	V* QS Aql	295.273035	13.815681	5.99
96856	HD 186021	295.311037	22.452773	6.391
96882	HD 184996	295.405271	-65.854414	6.074
96895	*  16 Cyg A	295.453973	50.525061	5.95
96901	*  16 Cyg B	295.466553	50.517525	6.2
96907	HD 186307	295.490058	40.254168	6.22
96917	HD 185966	295.512176	-9.193656	6.29
96919	V* V1351 Cyg	295.517279	55.463222	6.48
96931	*  46 Aql	295.553385	12.193261	6.321
96950	* e02 Sgr	295.629721	-16.123998	5.045
96957	* chi Aql	295.641701	11.826584	5.31
96977	HD 186377	295.685858	32.426742	5.925
97028	HD 186440	295.789991	30.677891	6.075
97029	HD 186506	295.794861	38.671714	6.36
97033	HD 186760	295.810078	58.016617	6.295
97063	HD 186185	295.889782	-15.470021	5.49
97067	HD 186042	295.906743	-37.538765	6.131
97070	HD 186815	295.914568	57.042716	6.282
97077	*  10 Vul	295.928820	25.771920	5.497
97081	HD 186619	295.937902	41.773111	5.84
97087	HD 186568	295.964381	34.162725	6.053
97091	HD 186519	295.983217	27.135405	6.364
97118	*  15 Cyg	296.069188	37.354356	4.887
97122	HD 187340	296.076741	69.337063	5.899
97139	* psi Aql	296.142461	13.302778	6.243
97142	V* V2090 Cyg	296.159054	34.414163	6.35
97144	HD 186535	296.172072	8.726536	6.428
97150	V* SU Cyg	296.203059	29.264693	6.44
97151	V* V973 Cyg	296.204332	40.716804	6.37
97165	* del Cyg	296.243654	45.130815	2.87
97228	HD 186901	296.415229	36.091029	6.379
97229	* ups Aql	296.416447	7.613157	5.91
97242	HD 186927	296.463983	35.012752	6.098
97244	HD 186660	296.467640	-2.883456	6.48
97260	HD 186500	296.505105	-31.908568	5.512
97278	* gam Aql	296.564912	10.613259	2.72
97290	* f Sgr	296.590581	-19.761115	4.873
97307	HD 187038	296.645874	32.888592	6.179
97326	V* CN Dra	296.686075	68.437985	6.331
97365	* del Sge	296.846940	18.534314	3.81
97372	HD 187372	296.861778	47.907570	6.12
97376	HD 187235	296.865749	38.407615	5.824
97402	HD 187193	296.952255	25.384059	6.001
97421	* nu. Tel	297.004990	-56.362611	5.33
97423	HD 186984	297.012602	-13.703614	6.083
97433	* eps Dra	297.043127	70.267930	3.91
97454	HD 187203	297.127142	10.694097	6.457
97473	* pi. Aql	297.175240	11.815894	5.74
97484	HD 187150	297.209054	-12.319420	6.46
97485	V* V1765 Cyg	297.210825	33.437284	6.463
97491	HD 186756	297.229534	-52.888110	6.25
97496	* zet Sge	297.244416	19.142042	5.034
97499	HD 187195	297.259184	-10.870772	6.04
97515	HD 187098	297.298379	-28.788970	6.031
97534	HD 186219	297.355429	-72.503378	5.392
97538	HD 187638	297.364599	38.710148	6.117
97569	HD 186584	297.472577	-66.813068	6.422
97572	V* V379 Vul	297.478003	28.439674	6.444
97573	HD 187614	297.482635	27.085182	6.466
97598	HD 187086	297.558582	-47.557389	5.895
97607	HD 187567	297.572828	7.902415	6.478
97611	HD 186837	297.590654	-61.061118	6.206
97629	* chi Cyg	297.641339	32.914049	4.24
97630	*  19 Cyg	297.641648	38.722418	5.12
97634	V* V380 Cyg	297.655528	40.599760	5.68
97635	* d Cyg	297.657181	52.987997	5.03
97649	* alf Aql	297.695827	8.868321	0.76
97650	*  51 Aql	297.694933	-10.763509	5.39
97651	V* V2093 Cyg	297.695302	37.826325	6.06
97674	V* NZ Pav	297.755152	-65.605088	6.022
97679	*  12 Vul	297.767118	22.610048	4.96
97687	HD 187660	297.796241	-2.460988	6.13
97697	HD 187753	297.823867	9.629893	6.233
97700	HD 188074	297.830746	47.377236	6.215
97749	V* V3961 Sgr	297.960878	-39.874372	5.33
97757	HD 188209	297.996120	47.027339	5.63
97765	HD 187982	298.006643	24.992163	5.57
97774	HD 188252	298.029859	47.931795	5.897
97783	*  57 Sgr	298.050017	-19.045002	5.896
97789	HD 188149	298.068391	36.432294	6.1
97796	*   9 Sge	298.090687	18.671875	6.23
97804	* eta Aql	298.118204	1.005659	3.8
97816	HD 187420	298.157172	-54.971028	5.705
97819	HD 187421	298.163050	-54.976444	6.366
97845	HD 188439	298.255193	47.807720	6.279
97849	V* V505 Sgr	298.276608	-14.603191	6.48
97870	*  23 Cyg	298.322409	57.523474	5.132
97871	V* V1291 Aql	298.328065	-3.114462	5.619
97886	*  13 Vul	298.365399	24.079613	4.64
97892	HD 188793	298.397619	59.708658	6.058
97928	*  56 Aql	298.534486	-8.574211	5.79
97938	* ksi Aql	298.562006	8.461454	4.707
97944	HD 188088	298.573937	-23.941072	6.213
97961	HD 188485	298.629471	24.319359	5.52
97966	*  57 Aql A	298.656885	-8.227289	5.71
97967	*  57 Aql B	298.658596	-8.237053	6.44
97970	HD 188385	298.667500	7.140353	6.127
97971	HD 187653	298.668503	-61.170791	6.205
97980	*  58 Aql	298.686645	0.273625	5.631
97985	HD 188650	298.701046	36.995676	5.781
98012	HD 188158	298.771270	-33.046251	6.47
98032	* iot Sgr	298.815395	-41.868304	4.13
98036	* bet Aql	298.828304	6.406764	3.71
98044	HD 189127	298.841941	58.250192	6.1
98055	* psi Cyg	298.907452	52.438939	5.02
98066	* ome Sgr	298.959844	-26.299359	4.7
98068	*  22 Cyg	298.965670	38.486719	4.946
98073	HD 189276	298.980745	58.845969	4.96
98077	V* RR Sgr	298.985140	-29.190036	6.15
98085	*  10 Sge	299.005262	16.634795	5.36
98086	HD 186154	299.007079	-81.349841	6.383
98103	* phi Aql	299.059383	11.423723	5.278
98110	* eta Cyg	299.076549	35.083423	3.88
98111	HD 189296	299.079376	56.687009	6.16
98143	HD 189066	299.183926	36.250596	6.009
98146	HD 189253	299.188220	50.902522	6.455
98162	* b Sgr	299.236803	-27.169897	4.528
98174	HD 188162	299.276288	-58.901352	5.241
98194	HD 189178	299.307782	40.367826	5.455
98234	*  11 Sge	299.439356	16.789161	5.534
98253	HD 189377	299.483806	42.260772	6.45
98258	* g Sgr	299.487623	-15.491468	4.998
98308	HD 189900	299.619708	63.534114	6.15
98325	HD 189395	299.658258	30.983661	5.502
98332	HD 188097	299.672045	-69.163956	5.724
98333	HD 190252	299.674374	70.366952	6.323
98337	* gam Sge	299.689284	19.492146	3.47
98346	HD 188164	299.720771	-68.762583	6.374
98351	HD 188981	299.735116	-30.538390	6.28
98353	*  60 Sgr	299.738342	-26.195762	4.846
98375	*  14 Vul	299.793903	23.101279	5.66
98377	HD 189337	299.800229	11.305568	6.5
98379	V* V2100 Cyg	299.813945	52.055691	6.125
98383	HD 189684	299.835100	45.772542	5.933
98385	HD 189322	299.844344	1.377701	6.18
98401	*  69 Dra	299.902612	76.481393	6.2
98412	* tet01 Sgr	299.934079	-35.276308	4.37
98416	HD 189340	299.947001	-9.958232	5.87
98421	* tet02 Sgr	299.963988	-34.697799	5.299
98425	*  25 Cyg	299.979981	37.042885	5.19
98438	*  13 Sge	300.013783	17.516508	5.35
98458	HD 189671	300.063997	26.187886	6.494
98461	HD 189195	300.066387	-37.701723	5.948
98470	HD 189245	300.084372	-33.703451	5.66
98478	* mu.01 Pav	300.096223	-66.949421	5.76
98482	HD 189080	300.105533	-49.350945	6.176
98485	HD 189140	300.110358	-43.043304	6.097
98495	* eps Pav	300.148131	-72.910504	3.94
98512	HD 189198	300.201349	-45.112923	5.781
98526	HD 189695	300.245734	8.557736	5.91
98543	*  15 Vul	300.275202	27.753573	4.651
98563	HD 189942	300.313783	37.098998	6.214
98571	* e Cyg	300.339847	50.104693	5.048
98575	HD 189561	300.349361	-22.737309	5.999
98579	HD 189388	300.361578	-40.814334	6.306
98583	* e Dra	300.368935	64.820976	5.27
98608	V* NU Pav	300.436436	-59.375896	5.13
98609	HD 189944	300.436293	24.800416	5.87
98624	* mu.02 Pav	300.468591	-66.943964	5.331
98633	*  63 Sgr	300.494164	-13.637215	5.69
98658	*  65 Dra	300.584238	64.634420	6.25
98688	* c Sgr	300.664502	-27.709844	4.58
98701	HD 190227	300.703389	31.958831	6.378
98702	* rho Dra	300.704462	67.873564	4.5
98738	HD 190211	300.818332	18.500993	5.968
98754	*  14 Sge	300.875061	16.031252	5.658
98761	HD 189831	300.889444	-37.940685	4.764
98772	HD 190322	300.911662	22.941054	6.42
98785	HD 190009	300.934625	-22.595597	6.428
98819	*  15 Sge	301.025920	17.070188	5.788
98823	* tau Aql	301.034645	7.277964	5.508
98842	HD 190056	301.081638	-32.056296	4.99
98844	*  62 Aql	301.096462	-0.709308	5.68
98858	HD 190781	301.119984	48.229667	6.14
98863	HD 190603	301.150726	32.218598	5.65
98872	HD 191174	301.185493	63.890205	6.284
98890	HD 191372	301.222469	68.027160	6.28
98910	V* V1401 Aql	301.272557	-11.599415	6.39
98915	HD 190964	301.278156	51.839398	6.14
98920	* eta Sge	301.289554	19.991073	5.093
98946	HD 191096	301.339553	56.341419	6.18
98954	HD 190658	301.360609	15.500429	6.34
98959	HD 189567	301.386523	-67.320896	6.07
98962	*  66 Dra	301.386991	61.995420	5.408
99024	HD 190664	301.550897	-4.078197	6.469
99080	*  17 Vul	301.722532	23.614425	5.056
99120	* ksi Tel	301.846489	-52.880793	4.94
99137	HD 190422	301.896211	-55.016014	6.25
99145	HD 191243	301.922670	34.422907	6.141
99171	*  64 Aql	302.007593	-0.678185	5.968
99176	V* V344 Sge	302.027092	16.664387	6.4
99188	HD 190580	302.039790	-52.577796	6.46
99200	HD 190222	302.085306	-66.354693	6.46
99221	V* AV Cap	302.130297	-10.062595	6.174
99234	HD 191263	302.159495	10.725867	6.339
99240	* del Pav	302.181704	-66.182067	3.56
99255	* kap Cep	302.222286	77.711421	4.4
99270	HD 190879	302.266042	-47.067928	6.457
99294	HD 191892	302.343160	56.026827	6.49
99303	* b02 Cyg	302.356746	36.839621	4.93
99404	*  18 Vul	302.639738	26.904168	5.507
99445	HD 191814	302.764757	21.134579	6.24
99457	HD 191639	302.791991	-8.842345	6.49
99461	HD 191408	302.799745	-36.101209	5.32
99473	* tet Aql	302.826195	-0.821464	3.22
99479	HD 191877	302.837570	21.874936	6.269
99500	*  68 Dra	302.895299	62.078548	5.7
99518	*  19 Vul	302.949892	26.808991	5.487
99529	* ksi01 Cap	302.991242	-12.392402	6.34
99531	*  20 Vul	303.002923	26.478807	5.92
99570	HD 191584	303.099334	-42.780060	6.191
99572	* ksi Cap	303.107794	-12.617498	5.85
99579	HD 192439	303.132157	51.463565	6.043
99631	*  66 Aql	303.307854	-1.009363	5.47
99639	*  30 Cyg	303.325224	46.815675	4.819
99653	V* RS Cyg	303.348590	38.729019	6.5
99655	*  33 Cyg	303.349442	56.567723	4.271
99663	HD 192781	303.365068	60.640570	5.78
99666	HD 191732	303.384870	-47.713221	6.47
99675	*  31 Cyg	303.407951	46.741323	3.8
99685	HD 192535	303.428389	43.379011	6.14
99719	HD 192538	303.520339	36.604883	6.464
99738	*  21 Vul	303.560540	28.694817	5.189
99742	* rho Aql	303.569245	15.197607	4.946
99747	HD 191829	303.579272	-52.445765	5.632
99762	HD 191603	303.612110	-63.415789	6.086
99770	* b03 Cyg	303.633468	36.806306	4.99
99824	HD 192685	303.816234	25.591962	4.75
99825	HD 192310	303.822464	-27.032975	5.723
99841	HD 192787	303.849036	33.729086	5.698
99848	* omi02 Cyg	303.868018	47.714226	3.98
99853	*  22 Vul	303.875994	23.508903	5.176
99870	HD 192983	303.930223	50.232911	6.36
99874	*  23 Vul	303.942263	27.814199	4.52
99878	HD 192433	303.960884	-30.005275	6.275
99889	HD 192985	304.002565	45.579525	5.864
99893	HD 192934	304.014276	38.898007	6.275
99894	HD 192699	304.025016	4.580794	6.446
99913	*  18 Sge	304.082451	21.598702	6.11
99918	*   3 Cap	304.095024	-12.337119	6.299
99920	V* V4434 Sgr	304.098379	-36.453574	6.4
99929	HD 192987	304.117311	37.056396	6.448
99951	*  24 Vul	304.196193	24.671101	5.302
99968	HD 193092	304.230357	40.365076	5.236
99985	HD 192895	304.251847	8.963224	6.49
100016	HD 193217	304.371069	42.722062	6.273
100018	HD 193094	304.381374	29.147562	6.22
100027	* alf01 Cap	304.411955	-12.508212	4.27
100044	* P Cyg	304.446675	38.032930	4.82
100062	*   4 Cap	304.505820	-21.809958	5.851
100064	* alf02 Cap	304.513565	-12.544852	3.58
100069	HD 193322	304.529117	40.732083	5.84
100097	HD 193592A	304.603128	55.397096	6.0
100108	*  36 Cyg	304.619397	36.999804	5.58
100122	*  35 Cyg	304.662800	34.982771	5.162
100142	HD 193536	304.706950	46.322193	6.443
100151	HD 192827	304.733246	-47.710779	6.28
100155	HD 193469	304.739738	39.004185	6.36
100165	HD 192531	304.762497	-63.230742	6.279
100184	HD 192886	304.824382	-47.580290	6.13
100195	* sig Cap	304.848351	-19.118525	5.265
100208	HD 193373	304.872066	13.216766	6.21
100219	V* U Cyg	304.902478	47.894194	5.9
100221	*  71 Dra	304.903030	62.257444	5.709
100232	HD 193329	304.930270	-1.078513	6.042
100250	V* V1584 Cyg	304.983510	46.837318	6.478
100256	HD 193472	305.000786	13.548088	5.938
100261	V* AC Dra	305.025049	68.880318	5.55
100274	HD 193556	305.085514	14.569256	6.17
100276	HD 193579	305.089195	17.792926	5.808
100295	HD 193944	305.127672	53.595688	6.197
100300	HD 193002	305.134642	-55.050884	6.259
100310	* nu. Cap	305.165899	-12.759081	4.76
100325	* bet02 Cap	305.193950	-14.784890	6.1
100332	HD 193302	305.216237	-35.673675	6.463
100345	* bet01 Cap	305.252777	-14.781408	3.08
100357	HD 194298	305.298018	63.980117	5.69
100379	HD 192887	305.367732	-66.749689	6.5
100412	HD 193307	305.420986	-49.999417	6.28
100434	HD 194069	305.512730	41.132137	6.383
100435	*  25 Vul	305.514293	24.446101	5.56
100437	HD 194152	305.522365	45.794999	5.572
100453	* gam Cyg	305.557091	40.256679	2.23
100469	* kap01 Sgr	305.614593	-42.049562	5.59
100486	HD 194097	305.655446	31.264965	6.072
100501	HD 194193	305.688732	41.026013	5.93
100511	HD 194012	305.718205	14.551098	6.152
100515	HD 194220	305.731384	42.983544	6.3
100524	HD 193896	305.753291	-9.654711	6.283
100541	HD 194013	305.794556	5.342982	5.301
100574	HD 194335	305.934871	37.476447	5.9
100587	*  39 Cyg	305.965057	32.190134	4.44
100591	* kap02 Sgr	305.971569	-42.422872	5.64
100651	HD 194668	306.134858	53.551928	6.479
100664	HD 194244	306.156242	1.068405	6.136
100672	HD 194263	306.173988	1.368565	6.42
100697	HD 191220	306.228824	-83.310619	6.142
100714	HD 194882	306.270869	59.600099	6.441
100738	HD 194215	306.361781	-28.663264	5.858
100751	* alf Pav	306.411904	-56.735090	1.918
100754	HD 194577	306.418871	21.409644	5.672
100758	HD 194454	306.427186	-2.800375	6.1
100762	HD 194526	306.433810	10.056001	6.307
100764	HD 194184	306.449695	-40.796185	6.08
100779	HD 194616	306.504868	19.865493	6.444
100781	HD 194578	306.506657	13.911613	6.35
100807	HD 194688	306.596478	17.315559	6.222
100808	HD 195066	306.597807	56.638695	6.369
100859	*  43 Cyg	306.759448	49.383362	5.715
100866	HD 194951	306.782392	34.329070	6.398
100876	HD 194841	306.809126	20.476487	6.43
100881	* pi. Cap	306.830008	-18.211694	5.14
100907	*  40 Cyg	306.892746	38.440351	5.62
100953	HD 194937	307.031415	8.437448	6.229
100965	*  75 Dra	307.060766	81.422708	5.368
100969	HD 194953	307.069927	2.937231	6.195
100977	*  68 Aql	307.103769	-3.357791	6.117
101011	HD 194918	307.181624	-15.741497	6.41
101017	HD 194783	307.194765	-35.595863	6.077
101027	* rho Cap	307.215060	-17.813686	4.77
101044	HD 197508	307.262248	83.625418	6.19
101067	*  42 Cyg	307.334959	36.454727	5.899
101076	*  41 Cyg	307.348898	30.368555	4.01
101084	HD 195554	307.362962	56.068192	5.912
101090	HD 195006	307.380591	-22.391565	6.126
101093	* tet Cep	307.395439	62.994110	4.22
101101	*  69 Aql	307.412500	-2.885528	4.9
101123	* omi Cap A	307.474623	-18.583184	5.897
101134	HD 196142	307.502992	72.531701	6.221
101138	* ome01 Cyg	307.514754	48.951567	4.936
101160	*   1 Del	307.574836	10.895923	6.08
101211	HD 195206	307.736665	-29.112661	6.343
101213	HD 195479	307.742312	20.606149	6.2
101214	*  44 Cyg	307.746788	36.935840	6.216
101221	HD 195330	307.767944	-15.056165	6.11
101243	* ome02 Cyg	307.828402	49.220295	5.44
101245	HD 195820	307.838131	52.309523	6.207
101260	*  73 Dra	307.876695	74.954626	5.185
101268	HD 195690	307.901099	34.330372	6.467
101285	HD 195964	307.943789	56.779863	6.141
101300	HD 195693	307.992622	25.804970	6.362
101339	HD 195617	308.085058	2.132804	6.46
101345	HD 195564	308.098728	-9.853385	5.65
101384	HD 195549	308.218166	-24.943826	6.339
101421	* eps Del	308.303220	11.303266	4.03
101427	HD 193721	308.323486	-80.964887	5.767
101474	*  47 Cyg	308.475784	35.250844	4.636
101475	V* V2015 Cyg	308.478515	46.693852	5.769
101477	* nu. Mic	308.479469	-44.516046	5.118
101483	* eta Del	308.487675	13.027204	5.38
101489	HD 195909	308.499683	4.898662	6.418
101505	HD 196035	308.541597	20.985186	6.47
101507	HD 195838	308.548735	-13.721091	6.116
101552	HD 195843	308.697466	-30.473471	6.402
101556	HD 196379	308.710015	51.854223	6.18
101558	HD 195814	308.731150	-38.089891	6.432
101570	HD 195190	308.776130	-71.188779	6.4
101589	* zet Del	308.827234	14.674215	4.647
101608	HD 196078	308.884402	-16.525876	6.177
101612	* phi01 Pav	308.895209	-60.581749	4.745
101623	HD 195902	308.949202	-44.337611	6.37
101626	HD 195402	308.965500	-69.610584	6.084
101641	*  26 Vul	309.034745	25.882657	6.406
101684	HD 195772	309.159825	-63.120968	6.34
101692	*  70 Aql	309.181805	-2.549955	4.88
101716	*  27 Vul	309.269468	26.461946	5.583
101746	HD 196426	309.326589	0.096959	6.211
101756	HD 196642	309.348267	38.328667	6.202
101765	*  48 Cyg	309.382407	31.572540	6.304
101768	HD 196629	309.386291	31.521911	6.496
101769	* bet Del	309.387255	14.595089	3.63
101772	* alf Ind	309.391801	-47.291501	3.11
101773	* rho Pav	309.397135	-61.529921	4.849
101800	* iot Del	309.454666	11.377675	5.418
101808	HD 196385	309.467621	-25.109216	6.377
101810	V* EU Del	309.478032	18.268582	5.89
101843	HD 194612	309.577526	-81.289063	5.889
101847	* l Aql	309.584519	-1.105117	4.33
101867	*  29 Vul	309.630579	21.201163	4.82
101868	*  28 Vul	309.632977	24.115959	5.049
101870	BD+23  4085	309.645796	23.680496	5.929
101882	* tet Del	309.683277	13.315127	5.71
101899	HD 196852	309.747986	30.334267	5.673
101900	HD 197101	309.750755	56.004848	6.45
101909	HD 196775	309.770700	15.838198	5.98
101911	HD 196676	309.774417	-4.929515	6.45
101916	* kap Del	309.782445	10.086192	5.07
101919	HD 196821	309.794370	21.817442	6.075
101921	HD 196712	309.805212	-2.412975	6.22
101936	*   1 Aqr	309.853720	0.486432	5.153
101958	* alf Del	309.909498	15.912160	3.8
101965	HD 196317	309.965660	-62.907817	6.225
101966	HD 196885	309.966145	11.249639	6.385
101983	* phi02 Pav	310.010990	-60.548894	5.121
101984	* ups Cap	310.012268	-18.138657	5.1
101986	HD 197139	310.013163	43.458878	5.965
101997	HD 196761	310.048980	-23.773866	6.37
102014	HD 196737	310.082616	-33.431846	5.466
102026	HD 196857	310.135494	-16.124176	5.799
102032	HD 196815	310.149594	-26.645159	6.5
102033	HD 197120	310.151157	29.805553	6.03
102040	HD 197076	310.188086	19.935536	6.44
102057	HD 196748	310.231774	-42.396689	6.26
102062	HD 197226	310.251505	39.082329	6.497
102066	*  49 Cyg	310.260593	32.307289	5.638
102080	*  10 Del	310.317533	14.582878	5.998
102092	HD 196917	310.348574	-31.598287	5.74
102094	HD 196947	310.351090	-25.999911	6.29
102096	V* AV Mic	310.352769	-42.133780	6.35
102098	* alf Cyg	310.357980	45.280339	1.25
102125	* mu.02 Oct	310.433757	-75.350801	6.44
102155	HD 197392	310.485423	41.716874	5.664
102157	* ups Pav	310.487819	-66.760681	5.134
102158	V* LU Del	310.492352	17.521490	6.238
102162	* mu.01 Oct	310.512447	-76.180592	5.977
102177	*  51 Cyg	310.552627	50.340019	5.401
